Country,Code,Date,new_vaccinations_smoothed_per_million
France,FRA,15/01/2021,608
France,FRA,16/01/2021,623
France,FRA,17/01/2021,632
France,FRA,18/01/2021,722
France,FRA,19/01/2021,856
France,FRA,20/01/2021,997
France,FRA,21/01/2021,1146
France,FRA,22/01/2021,1253
France,FRA,23/01/2021,1291
France,FRA,24/01/2021,1289
France,FRA,25/01/2021,1278
France,FRA,26/01/2021,1233
France,FRA,27/01/2021,1191
France,FRA,28/01/2021,1151
France,FRA,29/01/2021,1127
France,FRA,30/01/2021,1117
France,FRA,31/01/2021,1115
France,FRA,01/02/2021,1125
France,FRA,02/02/2021,1150
France,FRA,03/02/2021,1161
France,FRA,04/02/2021,1190
France,FRA,05/02/2021,1226
France,FRA,06/02/2021,1230
France,FRA,07/02/2021,1235
France,FRA,08/02/2021,1280
France,FRA,09/02/2021,1347
France,FRA,10/02/2021,1426
France,FRA,11/02/2021,1526
France,FRA,12/02/2021,1606
France,FRA,13/02/2021,1630
France,FRA,14/02/2021,1635
France,FRA,15/02/2021,1681
France,FRA,16/02/2021,1723
France,FRA,17/02/2021,1740
France,FRA,18/02/2021,1742
France,FRA,19/02/2021,1744
France,FRA,20/02/2021,1755
France,FRA,21/02/2021,1748
France,FRA,22/02/2021,1734
France,FRA,23/02/2021,1684
France,FRA,24/02/2021,1648
Germany,DEU,28/12/2020,224
Germany,DEU,29/12/2020,366
Germany,DEU,30/12/2020,475
Germany,DEU,31/12/2020,471
Germany,DEU,01/01/2021,436
Germany,DEU,02/01/2021,466
Germany,DEU,03/01/2021,442
Germany,DEU,04/01/2021,493
Germany,DEU,05/01/2021,510
Germany,DEU,06/01/2021,511
Germany,DEU,07/01/2021,545
Germany,DEU,08/01/2021,606
Germany,DEU,09/01/2021,615
Germany,DEU,10/01/2021,629
Germany,DEU,11/01/2021,658
Germany,DEU,12/01/2021,709
Germany,DEU,13/01/2021,777
Germany,DEU,14/01/2021,848
Germany,DEU,15/01/2021,904
Germany,DEU,16/01/2021,903
Germany,DEU,17/01/2021,923
Germany,DEU,18/01/2021,937
Germany,DEU,19/01/2021,959
Germany,DEU,20/01/2021,1009
Germany,DEU,21/01/2021,1001
Germany,DEU,22/01/2021,1038
Germany,DEU,23/01/2021,1098
Germany,DEU,24/01/2021,1134
Germany,DEU,25/01/2021,1174
Germany,DEU,26/01/2021,1187
Germany,DEU,27/01/2021,1160
Germany,DEU,28/01/2021,1169
Germany,DEU,29/01/2021,1161
Germany,DEU,30/01/2021,1150
Germany,DEU,31/01/2021,1144
Germany,DEU,01/02/2021,1173
Germany,DEU,02/02/2021,1214
Germany,DEU,03/02/2021,1261
Germany,DEU,04/02/2021,1319
Germany,DEU,05/02/2021,1356
Germany,DEU,06/02/2021,1386
Germany,DEU,07/02/2021,1381
Germany,DEU,08/02/2021,1369
Germany,DEU,09/02/2021,1365
Germany,DEU,10/02/2021,1378
Germany,DEU,11/02/2021,1394
Germany,DEU,12/02/2021,1439
Germany,DEU,13/02/2021,1450
Germany,DEU,14/02/2021,1462
Germany,DEU,15/02/2021,1495
Germany,DEU,16/02/2021,1515
Germany,DEU,17/02/2021,1515
Germany,DEU,18/02/2021,1515
Germany,DEU,19/02/2021,1500
Germany,DEU,20/02/2021,1504
Germany,DEU,21/02/2021,1536
Germany,DEU,22/02/2021,1576
Germany,DEU,23/02/2021,1594
Germany,DEU,24/02/2021,1619
Germany,DEU,25/02/2021,1645
Gibraltar,GIB,11/01/2021,30424
Gibraltar,GIB,12/01/2021,30869
Gibraltar,GIB,13/01/2021,29266
Gibraltar,GIB,14/01/2021,28465
Gibraltar,GIB,15/01/2021,27990
Gibraltar,GIB,16/01/2021,26832
Gibraltar,GIB,17/01/2021,23003
Gibraltar,GIB,18/01/2021,21163
Gibraltar,GIB,19/01/2021,19145
Gibraltar,GIB,20/01/2021,15434
Gibraltar,GIB,21/01/2021,15642
Gibraltar,GIB,22/01/2021,15880
Gibraltar,GIB,23/01/2021,16800
Gibraltar,GIB,24/01/2021,19056
Gibraltar,GIB,25/01/2021,17393
Gibraltar,GIB,26/01/2021,17186
Gibraltar,GIB,27/01/2021,19471
Gibraltar,GIB,28/01/2021,18581
Gibraltar,GIB,29/01/2021,16918
Gibraltar,GIB,30/01/2021,12971
Gibraltar,GIB,31/01/2021,12496
Gibraltar,GIB,01/02/2021,15939
Gibraltar,GIB,02/02/2021,18313
Gibraltar,GIB,03/02/2021,19382
Gibraltar,GIB,04/02/2021,20599
Gibraltar,GIB,05/02/2021,22944
Gibraltar,GIB,06/02/2021,26328
Gibraltar,GIB,07/02/2021,24547
Gibraltar,GIB,08/02/2021,24369
Gibraltar,GIB,09/02/2021,23864
Gibraltar,GIB,10/02/2021,24695
Gibraltar,GIB,11/02/2021,25081
Gibraltar,GIB,12/02/2021,25111
Gibraltar,GIB,13/02/2021,26357
Gibraltar,GIB,14/02/2021,29118
Gibraltar,GIB,15/02/2021,26862
Gibraltar,GIB,16/02/2021,25496
Gibraltar,GIB,17/02/2021,24131
Gibraltar,GIB,18/02/2021,24072
Gibraltar,GIB,19/02/2021,21786
Gibraltar,GIB,20/02/2021,17156
Gibraltar,GIB,21/02/2021,19056
Gibraltar,GIB,22/02/2021,22261
Gibraltar,GIB,23/02/2021,24042
Gibraltar,GIB,24/02/2021,24101
Greece,GRC,29/12/2020,60
Greece,GRC,30/12/2020,61
Greece,GRC,31/12/2020,61
Greece,GRC,01/01/2021,52
Greece,GRC,02/01/2021,52
Greece,GRC,03/01/2021,55
Greece,GRC,04/01/2021,135
Greece,GRC,05/01/2021,213
Greece,GRC,06/01/2021,259
Greece,GRC,07/01/2021,330
Greece,GRC,08/01/2021,448
Greece,GRC,09/01/2021,511
Greece,GRC,10/01/2021,559
Greece,GRC,11/01/2021,544
Greece,GRC,12/01/2021,546
Greece,GRC,13/01/2021,607
Greece,GRC,14/01/2021,610
Greece,GRC,15/01/2021,550
Greece,GRC,16/01/2021,548
Greece,GRC,17/01/2021,528
Greece,GRC,18/01/2021,491
Greece,GRC,19/01/2021,521
Greece,GRC,20/01/2021,615
Greece,GRC,21/01/2021,753
Greece,GRC,22/01/2021,938
Greece,GRC,23/01/2021,1092
Greece,GRC,24/01/2021,1191
Greece,GRC,25/01/2021,1289
Greece,GRC,26/01/2021,1416
Greece,GRC,27/01/2021,1456
Greece,GRC,28/01/2021,1485
Greece,GRC,29/01/2021,1501
Greece,GRC,30/01/2021,1524
Greece,GRC,31/01/2021,1542
Greece,GRC,01/02/2021,1561
Greece,GRC,02/02/2021,1616
Greece,GRC,03/02/2021,1673
Greece,GRC,04/02/2021,1719
Greece,GRC,05/02/2021,1737
Greece,GRC,06/02/2021,1735
Greece,GRC,07/02/2021,1715
Greece,GRC,08/02/2021,1696
Greece,GRC,09/02/2021,1675
Greece,GRC,10/02/2021,1664
Greece,GRC,11/02/2021,1682
Greece,GRC,12/02/2021,1726
Greece,GRC,13/02/2021,1761
Greece,GRC,14/02/2021,1821
Greece,GRC,15/02/2021,1880
Greece,GRC,16/02/2021,1890
Greece,GRC,17/02/2021,1975
Greece,GRC,18/02/2021,2078
Greece,GRC,19/02/2021,2170
Greece,GRC,20/02/2021,2290
Greece,GRC,21/02/2021,2148
Greece,GRC,22/02/2021,2408
Greece,GRC,23/02/2021,2561
Greece,GRC,24/02/2021,2613
Greece,GRC,25/02/2021,2636
Guernsey,GGY,25/01/2021,9008
Guernsey,GGY,26/01/2021,9008
Guernsey,GGY,27/01/2021,9008
Guernsey,GGY,28/01/2021,9008
Guernsey,GGY,29/01/2021,9008
Guernsey,GGY,30/01/2021,9008
Guernsey,GGY,31/01/2021,9008
Guernsey,GGY,01/02/2021,9008
Guernsey,GGY,02/02/2021,9008
Guernsey,GGY,03/02/2021,9008
Guernsey,GGY,04/02/2021,9008
Guernsey,GGY,05/02/2021,9008
Guernsey,GGY,06/02/2021,9008
Guernsey,GGY,07/02/2021,9008
Guernsey,GGY,08/02/2021,8993
Guernsey,GGY,09/02/2021,8963
Guernsey,GGY,10/02/2021,8933
Guernsey,GGY,11/02/2021,8918
Guernsey,GGY,12/02/2021,8889
Guernsey,GGY,13/02/2021,8859
Guernsey,GGY,14/02/2021,8844
Guernsey,GGY,15/02/2021,7755
Guernsey,GGY,16/02/2021,6681
Guernsey,GGY,17/02/2021,5593
Guernsey,GGY,18/02/2021,4504
Guernsey,GGY,19/02/2021,3430
Guernsey,GGY,20/02/2021,2341
Guernsey,GGY,21/02/2021,1268
Guernsey,GGY,22/02/2021,1268
Guernsey,GGY,23/02/2021,1268
Guyana,GUY,12/02/2021,212
Guyana,GUY,13/02/2021,212
Guyana,GUY,14/02/2021,212
Guyana,GUY,15/02/2021,212
Guyana,GUY,16/02/2021,212
Guyana,GUY,17/02/2021,214
Guyana,GUY,18/02/2021,214
Guyana,GUY,19/02/2021,214
Guyana,GUY,20/02/2021,215
Guyana,GUY,21/02/2021,215
Guyana,GUY,22/02/2021,215
Hungary,HUN,29/12/2020,142
Hungary,HUN,30/12/2020,140
Hungary,HUN,31/12/2020,139
Hungary,HUN,01/01/2021,163
Hungary,HUN,02/01/2021,178
Hungary,HUN,03/01/2021,188
Hungary,HUN,04/01/2021,206
Hungary,HUN,05/01/2021,274
Hungary,HUN,06/01/2021,410
Hungary,HUN,07/01/2021,554
Hungary,HUN,08/01/2021,660
Hungary,HUN,09/01/2021,766
Hungary,HUN,10/01/2021,873
Hungary,HUN,11/01/2021,940
Hungary,HUN,12/01/2021,975
Hungary,HUN,13/01/2021,955
Hungary,HUN,14/01/2021,934
Hungary,HUN,15/01/2021,899
Hungary,HUN,16/01/2021,864
Hungary,HUN,17/01/2021,772
Hungary,HUN,18/01/2021,780
Hungary,HUN,19/01/2021,685
Hungary,HUN,20/01/2021,628
Hungary,HUN,21/01/2021,578
Hungary,HUN,22/01/2021,551
Hungary,HUN,23/01/2021,495
Hungary,HUN,24/01/2021,487
Hungary,HUN,25/01/2021,458
Hungary,HUN,26/01/2021,550
Hungary,HUN,27/01/2021,723
Hungary,HUN,28/01/2021,1009
Hungary,HUN,29/01/2021,1446
Hungary,HUN,30/01/2021,1855
Hungary,HUN,31/01/2021,2115
Hungary,HUN,01/02/2021,2209
Hungary,HUN,02/02/2021,2245
Hungary,HUN,03/02/2021,2168
Hungary,HUN,04/02/2021,2134
Hungary,HUN,05/02/2021,1969
Hungary,HUN,06/02/2021,1668
Hungary,HUN,07/02/2021,1442
Hungary,HUN,08/02/2021,1333
Hungary,HUN,09/02/2021,1241
Hungary,HUN,10/02/2021,1151
Hungary,HUN,11/02/2021,1091
Hungary,HUN,12/02/2021,1096
Hungary,HUN,13/02/2021,1061
Hungary,HUN,14/02/2021,1020
Hungary,HUN,15/02/2021,1061
Hungary,HUN,16/02/2021,1147
Hungary,HUN,17/02/2021,1391
Hungary,HUN,18/02/2021,1673
Hungary,HUN,19/02/2021,2142
Hungary,HUN,20/02/2021,2556
Hungary,HUN,21/02/2021,2792
Hungary,HUN,22/02/2021,2799
Hungary,HUN,23/02/2021,2900
Hungary,HUN,24/02/2021,3151
Hungary,HUN,25/02/2021,3219
Iceland,ISL,31/12/2020,185
Iceland,ISL,01/01/2021,185
Iceland,ISL,02/01/2021,185
Iceland,ISL,03/01/2021,185
Iceland,ISL,04/01/2021,185
Iceland,ISL,05/01/2021,185
Iceland,ISL,06/01/2021,185
Iceland,ISL,07/01/2021,185
Iceland,ISL,08/01/2021,185
Iceland,ISL,09/01/2021,185
Iceland,ISL,10/01/2021,185
Iceland,ISL,11/01/2021,185
Iceland,ISL,12/01/2021,185
Iceland,ISL,13/01/2021,185
Iceland,ISL,14/01/2021,185
Iceland,ISL,15/01/2021,185
Iceland,ISL,16/01/2021,185
Iceland,ISL,17/01/2021,185
Iceland,ISL,18/01/2021,185
Iceland,ISL,19/01/2021,185
Iceland,ISL,20/01/2021,185
Iceland,ISL,21/01/2021,914
Iceland,ISL,22/01/2021,1641
Iceland,ISL,23/01/2021,2371
Iceland,ISL,24/01/2021,3097
Iceland,ISL,25/01/2021,3827
Iceland,ISL,26/01/2021,3862
Iceland,ISL,27/01/2021,3900
Iceland,ISL,28/01/2021,3232
Iceland,ISL,29/01/2021,2561
Iceland,ISL,30/01/2021,1893
Iceland,ISL,31/01/2021,1222
Iceland,ISL,01/02/2021,554
Iceland,ISL,02/02/2021,577
Iceland,ISL,03/02/2021,598
Iceland,ISL,04/02/2021,630
Iceland,ISL,05/02/2021,662
Iceland,ISL,06/02/2021,598
Iceland,ISL,07/02/2021,533
Iceland,ISL,08/02/2021,466
Iceland,ISL,09/02/2021,586
Iceland,ISL,10/02/2021,706
Iceland,ISL,11/02/2021,794
Iceland,ISL,12/02/2021,882
Iceland,ISL,13/02/2021,894
Iceland,ISL,14/02/2021,905
Iceland,ISL,15/02/2021,914
Iceland,ISL,16/02/2021,788
Iceland,ISL,17/02/2021,1225
Iceland,ISL,18/02/2021,2394
Iceland,ISL,19/02/2021,2552
Iceland,ISL,20/02/2021,2804
Iceland,ISL,21/02/2021,3059
Iceland,ISL,22/02/2021,3314
Iceland,ISL,23/02/2021,3308
Iceland,ISL,24/02/2021,3399
Iceland,ISL,25/02/2021,2763
India,IND,16/01/2021,139
India,IND,17/01/2021,81
India,IND,18/01/2021,110
India,IND,19/01/2021,122
India,IND,20/01/2021,117
India,IND,21/01/2021,126
India,IND,22/01/2021,144
India,IND,23/01/2021,144
India,IND,24/01/2021,144
India,IND,25/01/2021,163
India,IND,26/01/2021,140
India,IND,27/01/2021,160
India,IND,28/01/2021,195
India,IND,29/01/2021,218
India,IND,30/01/2021,224
India,IND,31/01/2021,222
India,IND,01/02/2021,199
India,IND,02/02/2021,218
India,IND,03/02/2021,217
India,IND,04/02/2021,210
India,IND,05/02/2021,198
India,IND,06/02/2021,210
India,IND,07/02/2021,213
India,IND,08/02/2021,239
India,IND,09/02/2021,256
India,IND,10/02/2021,266
India,IND,11/02/2021,264
India,IND,12/02/2021,264
India,IND,13/02/2021,236
India,IND,14/02/2021,256
India,IND,15/02/2021,234
India,IND,16/02/2021,232
India,IND,17/02/2021,225
India,IND,18/02/2021,242
India,IND,19/02/2021,257
India,IND,20/02/2021,288
India,IND,21/02/2021,290
India,IND,22/02/2021,301
India,IND,23/02/2021,316
India,IND,24/02/2021,329
India,IND,25/02/2021,333
Indonesia,IDN,13/01/2021,48
Indonesia,IDN,14/01/2021,48
Indonesia,IDN,15/01/2021,48
Indonesia,IDN,16/01/2021,48
Indonesia,IDN,17/01/2021,48
Indonesia,IDN,18/01/2021,48
Indonesia,IDN,19/01/2021,48
Indonesia,IDN,20/01/2021,48
Indonesia,IDN,21/01/2021,48
Indonesia,IDN,22/01/2021,48
Indonesia,IDN,23/01/2021,46
Indonesia,IDN,24/01/2021,43
Indonesia,IDN,25/01/2021,43
Indonesia,IDN,26/01/2021,80
Indonesia,IDN,27/01/2021,106
Indonesia,IDN,28/01/2021,133
Indonesia,IDN,29/01/2021,148
Indonesia,IDN,30/01/2021,189
Indonesia,IDN,31/01/2021,191
Indonesia,IDN,01/02/2021,216
Indonesia,IDN,02/02/2021,210
Indonesia,IDN,03/02/2021,214
Indonesia,IDN,04/02/2021,221
Indonesia,IDN,05/02/2021,235
Indonesia,IDN,06/02/2021,215
Indonesia,IDN,07/02/2021,213
Indonesia,IDN,08/02/2021,215
Indonesia,IDN,09/02/2021,219
Indonesia,IDN,10/02/2021,277
Indonesia,IDN,11/02/2021,296
Indonesia,IDN,12/02/2021,289
Indonesia,IDN,13/02/2021,293
Indonesia,IDN,14/02/2021,298
Indonesia,IDN,15/02/2021,310
Indonesia,IDN,16/02/2021,309
Indonesia,IDN,17/02/2021,260
Indonesia,IDN,18/02/2021,222
Indonesia,IDN,19/02/2021,237
Indonesia,IDN,20/02/2021,251
Indonesia,IDN,21/02/2021,259
Indonesia,IDN,22/02/2021,233
Indonesia,IDN,23/02/2021,210
Indonesia,IDN,24/02/2021,231
Indonesia,IDN,25/02/2021,276
Iran,IRN,09/02/2021,36
Iran,IRN,10/02/2021,23
Iran,IRN,11/02/2021,19
Iran,IRN,12/02/2021,17
Iran,IRN,13/02/2021,15
Iran,IRN,14/02/2021,15
Iran,IRN,15/02/2021,14
Iran,IRN,16/02/2021,10
Iran,IRN,17/02/2021,10
Ireland,IRL,01/01/2021,111
Ireland,IRL,02/01/2021,111
Ireland,IRL,03/01/2021,111
Ireland,IRL,04/01/2021,111
Ireland,IRL,05/01/2021,242
Ireland,IRL,06/01/2021,329
Ireland,IRL,07/01/2021,391
Ireland,IRL,08/01/2021,613
Ireland,IRL,09/01/2021,835
Ireland,IRL,10/01/2021,1057
Ireland,IRL,11/01/2021,1401
Ireland,IRL,12/01/2021,1652
Ireland,IRL,13/01/2021,1902
Ireland,IRL,14/01/2021,1914
Ireland,IRL,15/01/2021,1797
Ireland,IRL,16/01/2021,1679
Ireland,IRL,17/01/2021,1562
Ireland,IRL,18/01/2021,1472
Ireland,IRL,19/01/2021,1381
Ireland,IRL,20/01/2021,1290
Ireland,IRL,21/01/2021,1322
Ireland,IRL,22/01/2021,1354
Ireland,IRL,23/01/2021,1386
Ireland,IRL,24/01/2021,1418
Ireland,IRL,25/01/2021,1327
Ireland,IRL,26/01/2021,1236
Ireland,IRL,27/01/2021,1146
Ireland,IRL,28/01/2021,1270
Ireland,IRL,29/01/2021,1395
Ireland,IRL,30/01/2021,1519
Ireland,IRL,31/01/2021,1643
Ireland,IRL,01/02/2021,1644
Ireland,IRL,02/02/2021,1645
Ireland,IRL,03/02/2021,1646
Ireland,IRL,04/02/2021,1548
Ireland,IRL,05/02/2021,1450
Ireland,IRL,06/02/2021,1314
Ireland,IRL,07/02/2021,1177
Ireland,IRL,08/02/2021,1081
Ireland,IRL,09/02/2021,1044
Ireland,IRL,10/02/2021,1108
Ireland,IRL,11/02/2021,1056
Ireland,IRL,12/02/2021,997
Ireland,IRL,13/02/2021,953
Ireland,IRL,14/02/2021,910
Ireland,IRL,15/02/2021,1077
Ireland,IRL,16/02/2021,1315
Ireland,IRL,17/02/2021,1569
Ireland,IRL,18/02/2021,1892
Ireland,IRL,19/02/2021,2183
Ireland,IRL,20/02/2021,2366
Ireland,IRL,21/02/2021,2373
Ireland,IRL,22/02/2021,2287
Isle of Man,IMN,22/01/2021,1058
Isle of Man,IMN,23/01/2021,1623
Isle of Man,IMN,24/01/2021,1823
Isle of Man,IMN,25/01/2021,1917
Isle of Man,IMN,26/01/2021,3128
Isle of Man,IMN,27/01/2021,3975
Isle of Man,IMN,28/01/2021,4575
Isle of Man,IMN,29/01/2021,5398
Isle of Man,IMN,30/01/2021,5692
Isle of Man,IMN,31/01/2021,5974
Isle of Man,IMN,01/02/2021,6268
Isle of Man,IMN,02/02/2021,5739
Isle of Man,IMN,03/02/2021,6680
Isle of Man,IMN,04/02/2021,6609
Isle of Man,IMN,05/02/2021,5657
Isle of Man,IMN,06/02/2021,6104
Isle of Man,IMN,07/02/2021,6162
Isle of Man,IMN,08/02/2021,6233
Isle of Man,IMN,09/02/2021,6256
Isle of Man,IMN,10/02/2021,4833
Isle of Man,IMN,11/02/2021,4375
Isle of Man,IMN,12/02/2021,4351
Isle of Man,IMN,13/02/2021,4445
Isle of Man,IMN,14/02/2021,4175
Isle of Man,IMN,15/02/2021,3951
Isle of Man,IMN,16/02/2021,3775
Isle of Man,IMN,17/02/2021,3975
Isle of Man,IMN,18/02/2021,4163
Isle of Man,IMN,19/02/2021,7280
Isle of Man,IMN,20/02/2021,6186
Isle of Man,IMN,21/02/2021,6327
Isle of Man,IMN,22/02/2021,6398
Isle of Man,IMN,23/02/2021,6327
Isle of Man,IMN,24/02/2021,5904
Isle of Man,IMN,25/02/2021,5880
Israel,ISR,20/12/2020,851
Israel,ISR,21/12/2020,1863
Israel,ISR,22/12/2020,2961
Israel,ISR,23/12/2020,4040
Israel,ISR,24/12/2020,4932
Israel,ISR,25/12/2020,4856
Israel,ISR,26/12/2020,4705
Israel,ISR,27/12/2020,6318
Israel,ISR,28/12/2020,8150
Israel,ISR,29/12/2020,10010
Israel,ISR,30/12/2020,11517
Israel,ISR,31/12/2020,12937
Israel,ISR,01/01/2021,13488
Israel,ISR,02/01/2021,14140
Israel,ISR,03/01/2021,14897
Israel,ISR,04/01/2021,15180
Israel,ISR,05/01/2021,14674
Israel,ISR,06/01/2021,13858
Israel,ISR,07/01/2021,13162
Israel,ISR,08/01/2021,13079
Israel,ISR,09/01/2021,12627
Israel,ISR,10/01/2021,10863
Israel,ISR,11/01/2021,9009
Israel,ISR,12/01/2021,7906
Israel,ISR,13/01/2021,7981
Israel,ISR,14/01/2021,8117
Israel,ISR,15/01/2021,8117
Israel,ISR,16/01/2021,8296
Israel,ISR,17/01/2021,10093
Israel,ISR,18/01/2021,12548
Israel,ISR,19/01/2021,15023
Israel,ISR,20/01/2021,16844
Israel,ISR,21/01/2021,18617
Israel,ISR,22/01/2021,19300
Israel,ISR,23/01/2021,19916
Israel,ISR,24/01/2021,20841
Israel,ISR,25/01/2021,21338
Israel,ISR,26/01/2021,21245
Israel,ISR,27/01/2021,20954
Israel,ISR,28/01/2021,20562
Israel,ISR,29/01/2021,20438
Israel,ISR,30/01/2021,20168
Israel,ISR,31/01/2021,18903
Israel,ISR,01/02/2021,17215
Israel,ISR,02/02/2021,15505
Israel,ISR,03/02/2021,14004
Israel,ISR,04/02/2021,12695
Israel,ISR,05/02/2021,12056
Israel,ISR,06/02/2021,11507
Israel,ISR,07/02/2021,11340
Israel,ISR,08/02/2021,11440
Israel,ISR,09/02/2021,11975
Israel,ISR,10/02/2021,12483
Israel,ISR,11/02/2021,12840
Israel,ISR,12/02/2021,13069
Israel,ISR,13/02/2021,13300
Israel,ISR,14/02/2021,13644
Israel,ISR,15/02/2021,14187
Israel,ISR,16/02/2021,14636
Israel,ISR,17/02/2021,14534
Israel,ISR,18/02/2021,14472
Israel,ISR,19/02/2021,14491
Israel,ISR,20/02/2021,14530
Israel,ISR,21/02/2021,14764
Israel,ISR,22/02/2021,14831
Israel,ISR,23/02/2021,14610
Israel,ISR,24/02/2021,14400
Israel,ISR,25/02/2021,13864
Italy,ITA,28/12/2020,16
Italy,ITA,29/12/2020,16
Italy,ITA,30/12/2020,36
Italy,ITA,31/12/2020,132
Italy,ITA,01/01/2021,142
Italy,ITA,02/01/2021,224
Italy,ITA,03/01/2021,275
Italy,ITA,04/01/2021,434
Italy,ITA,05/01/2021,620
Italy,ITA,06/01/2021,763
Italy,ITA,07/01/2021,920
Italy,ITA,08/01/2021,1119
Italy,ITA,09/01/2021,1233
Italy,ITA,10/01/2021,1292
Italy,ITA,11/01/2021,1321
Italy,ITA,12/01/2021,1326
Italy,ITA,13/01/2021,1392
Italy,ITA,14/01/2021,1393
Italy,ITA,15/01/2021,1377
Italy,ITA,16/01/2021,1324
Italy,ITA,17/01/2021,1267
Italy,ITA,18/01/2021,1176
Italy,ITA,19/01/2021,1059
Italy,ITA,20/01/2021,909
Italy,ITA,21/01/2021,772
Italy,ITA,22/01/2021,625
Italy,ITA,23/01/2021,563
Italy,ITA,24/01/2021,557
Italy,ITA,25/01/2021,620
Italy,ITA,26/01/2021,732
Italy,ITA,27/01/2021,828
Italy,ITA,28/01/2021,966
Italy,ITA,29/01/2021,1134
Italy,ITA,30/01/2021,1255
Italy,ITA,31/01/2021,1316
Italy,ITA,01/02/2021,1355
Italy,ITA,02/02/2021,1372
Italy,ITA,03/02/2021,1438
Italy,ITA,04/02/2021,1468
Italy,ITA,05/02/2021,1486
Italy,ITA,06/02/2021,1452
Italy,ITA,07/02/2021,1407
Italy,ITA,08/02/2021,1360
Italy,ITA,09/02/2021,1310
Italy,ITA,10/02/2021,1246
Italy,ITA,11/02/2021,1167
Italy,ITA,12/02/2021,1089
Italy,ITA,13/02/2021,1033
Italy,ITA,14/02/2021,1007
Italy,ITA,15/02/2021,997
Italy,ITA,16/02/2021,1005
Italy,ITA,17/02/2021,1020
Italy,ITA,18/02/2021,1055
Italy,ITA,19/02/2021,1094
Italy,ITA,20/02/2021,1141
Italy,ITA,21/02/2021,1188
Italy,ITA,22/02/2021,1283
Italy,ITA,23/02/2021,1359
Italy,ITA,24/02/2021,1440
Italy,ITA,25/02/2021,1502
Japan,JPN,18/02/2021,4
Japan,JPN,19/02/2021,19
Japan,JPN,20/02/2021,19
Japan,JPN,21/02/2021,19
Japan,JPN,22/02/2021,19
Japan,JPN,23/02/2021,19
Japan,JPN,24/02/2021,20
Japan,JPN,25/02/2021,24
Jersey,JEY,25/01/2021,4878
Jersey,JEY,26/01/2021,4878
Jersey,JEY,27/01/2021,4878
Jersey,JEY,28/01/2021,4878
Jersey,JEY,29/01/2021,4878
Jersey,JEY,30/01/2021,4878
Jersey,JEY,31/01/2021,4878
Jersey,JEY,01/02/2021,5432
Jersey,JEY,02/02/2021,5976
Jersey,JEY,03/02/2021,6530
Jersey,JEY,04/02/2021,7074
Jersey,JEY,05/02/2021,7618
Jersey,JEY,06/02/2021,8172
Jersey,JEY,07/02/2021,8716
Jersey,JEY,08/02/2021,8469
Jersey,JEY,09/02/2021,8222
Jersey,JEY,10/02/2021,7974
Jersey,JEY,11/02/2021,7727
Jersey,JEY,12/02/2021,7480
Jersey,JEY,13/02/2021,7232
Jersey,JEY,14/02/2021,6985
Jersey,JEY,15/02/2021,6668
Jersey,JEY,16/02/2021,6352
Jersey,JEY,17/02/2021,6025
Jersey,JEY,18/02/2021,5709
Jersey,JEY,19/02/2021,5392
Jersey,JEY,20/02/2021,5066
Jersey,JEY,21/02/2021,4749
Kuwait,KWT,29/12/2020,262
Kuwait,KWT,30/12/2020,262
Kuwait,KWT,31/12/2020,262
Kuwait,KWT,01/01/2021,262
Kuwait,KWT,02/01/2021,262
Kuwait,KWT,03/01/2021,262
Kuwait,KWT,04/01/2021,262
Kuwait,KWT,05/01/2021,262
Kuwait,KWT,06/01/2021,262
Kuwait,KWT,07/01/2021,262
Kuwait,KWT,08/01/2021,262
Kuwait,KWT,09/01/2021,262
Kuwait,KWT,10/01/2021,262
Kuwait,KWT,11/01/2021,262
Kuwait,KWT,12/01/2021,262
Kuwait,KWT,13/01/2021,262
Kuwait,KWT,14/01/2021,262
Kuwait,KWT,15/01/2021,262
Kuwait,KWT,16/01/2021,262
Kuwait,KWT,17/01/2021,262
Kuwait,KWT,18/01/2021,262
Kuwait,KWT,19/01/2021,262
Kuwait,KWT,20/01/2021,262
Kuwait,KWT,21/01/2021,262
Kuwait,KWT,22/01/2021,262
Kuwait,KWT,23/01/2021,262
Kuwait,KWT,24/01/2021,262
Kuwait,KWT,25/01/2021,262
Kuwait,KWT,26/01/2021,262
Kuwait,KWT,27/01/2021,459
Kuwait,KWT,28/01/2021,656
Kuwait,KWT,29/01/2021,852
Kuwait,KWT,30/01/2021,1049
Kuwait,KWT,31/01/2021,1246
Kuwait,KWT,01/02/2021,1442
Kuwait,KWT,02/02/2021,1639
Kuwait,KWT,03/02/2021,1639
Kuwait,KWT,04/02/2021,1639
Kuwait,KWT,05/02/2021,1639
Kuwait,KWT,06/02/2021,1639
Kuwait,KWT,07/02/2021,1639
Kuwait,KWT,08/02/2021,1639
Kuwait,KWT,09/02/2021,1639
Kuwait,KWT,10/02/2021,1639
Kuwait,KWT,11/02/2021,1639
Kuwait,KWT,12/02/2021,1639
Kuwait,KWT,13/02/2021,1639
Kuwait,KWT,14/02/2021,1639
Kuwait,KWT,15/02/2021,1639
Latvia,LVA,19/01/2021,66
Latvia,LVA,20/01/2021,125
Latvia,LVA,21/01/2021,146
Latvia,LVA,22/01/2021,162
Latvia,LVA,23/01/2021,182
Latvia,LVA,24/01/2021,202
Latvia,LVA,25/01/2021,222
Latvia,LVA,26/01/2021,220
