Country,Code,Date,new_vaccinations_smoothed_per_million
Latvia,LVA,27/01/2021,224
Latvia,LVA,28/01/2021,261
Latvia,LVA,29/01/2021,318
Latvia,LVA,30/01/2021,321
Latvia,LVA,31/01/2021,359
Latvia,LVA,01/02/2021,397
Latvia,LVA,02/02/2021,469
Latvia,LVA,03/02/2021,530
Latvia,LVA,04/02/2021,585
Latvia,LVA,05/02/2021,638
Latvia,LVA,06/02/2021,657
Latvia,LVA,07/02/2021,610
Latvia,LVA,08/02/2021,583
Latvia,LVA,09/02/2021,460
Latvia,LVA,10/02/2021,385
Latvia,LVA,11/02/2021,406
Latvia,LVA,12/02/2021,410
Latvia,LVA,13/02/2021,398
Latvia,LVA,14/02/2021,390
Latvia,LVA,15/02/2021,424
Latvia,LVA,16/02/2021,514
Latvia,LVA,17/02/2021,618
Latvia,LVA,18/02/2021,600
Latvia,LVA,19/02/2021,569
Latvia,LVA,20/02/2021,597
Latvia,LVA,21/02/2021,690
Latvia,LVA,22/02/2021,720
Latvia,LVA,23/02/2021,788
Latvia,LVA,24/02/2021,953
Latvia,LVA,25/02/2021,1093
Lebanon,LBN,14/02/2021,265
Lebanon,LBN,15/02/2021,265
Lebanon,LBN,16/02/2021,265
Lebanon,LBN,17/02/2021,265
Lebanon,LBN,18/02/2021,265
Lebanon,LBN,19/02/2021,265
Lebanon,LBN,20/02/2021,265
Lebanon,LBN,21/02/2021,228
Lebanon,LBN,22/02/2021,236
Lebanon,LBN,23/02/2021,292
Lebanon,LBN,24/02/2021,295
Lebanon,LBN,25/02/2021,309
Liechtenstein,LIE,04/02/2021,682
Liechtenstein,LIE,05/02/2021,682
Liechtenstein,LIE,06/02/2021,682
Liechtenstein,LIE,07/02/2021,682
Liechtenstein,LIE,08/02/2021,682
Liechtenstein,LIE,09/02/2021,682
Liechtenstein,LIE,10/02/2021,682
Liechtenstein,LIE,11/02/2021,734
Liechtenstein,LIE,12/02/2021,760
Liechtenstein,LIE,13/02/2021,813
Liechtenstein,LIE,14/02/2021,839
Liechtenstein,LIE,15/02/2021,1180
Liechtenstein,LIE,16/02/2021,1495
Liechtenstein,LIE,17/02/2021,1809
Liechtenstein,LIE,18/02/2021,1967
Liechtenstein,LIE,19/02/2021,2124
Liechtenstein,LIE,20/02/2021,2281
Liechtenstein,LIE,21/02/2021,2412
Lithuania,LTU,28/12/2020,1023
Lithuania,LTU,29/12/2020,1060
Lithuania,LTU,30/12/2020,894
Lithuania,LTU,31/12/2020,673
Lithuania,LTU,01/01/2021,548
Lithuania,LTU,02/01/2021,464
Lithuania,LTU,03/01/2021,404
Lithuania,LTU,04/01/2021,264
Lithuania,LTU,05/01/2021,114
Lithuania,LTU,06/01/2021,217
Lithuania,LTU,07/01/2021,434
Lithuania,LTU,08/01/2021,699
Lithuania,LTU,09/01/2021,708
Lithuania,LTU,10/01/2021,702
Lithuania,LTU,11/01/2021,811
Lithuania,LTU,12/01/2021,914
Lithuania,LTU,13/01/2021,1053
Lithuania,LTU,14/01/2021,1288
Lithuania,LTU,15/01/2021,1398
Lithuania,LTU,16/01/2021,1439
Lithuania,LTU,17/01/2021,1498
Lithuania,LTU,18/01/2021,1619
Lithuania,LTU,19/01/2021,1839
Lithuania,LTU,20/01/2021,1699
Lithuania,LTU,21/01/2021,1327
Lithuania,LTU,22/01/2021,967
Lithuania,LTU,23/01/2021,910
Lithuania,LTU,24/01/2021,853
Lithuania,LTU,25/01/2021,620
Lithuania,LTU,26/01/2021,453
Lithuania,LTU,27/01/2021,632
Lithuania,LTU,28/01/2021,922
Lithuania,LTU,29/01/2021,1324
Lithuania,LTU,30/01/2021,1356
Lithuania,LTU,31/01/2021,1354
Lithuania,LTU,01/02/2021,1503
Lithuania,LTU,02/02/2021,1542
Lithuania,LTU,03/02/2021,1534
Lithuania,LTU,04/02/2021,1675
Lithuania,LTU,05/02/2021,1632
Lithuania,LTU,06/02/2021,1637
Lithuania,LTU,07/02/2021,1642
Lithuania,LTU,08/02/2021,1630
Lithuania,LTU,09/02/2021,1577
Lithuania,LTU,10/02/2021,1544
Lithuania,LTU,11/02/2021,1505
Lithuania,LTU,12/02/2021,1507
Lithuania,LTU,13/02/2021,1492
Lithuania,LTU,14/02/2021,1608
Lithuania,LTU,15/02/2021,1590
Lithuania,LTU,16/02/2021,1469
Lithuania,LTU,17/02/2021,1577
Lithuania,LTU,18/02/2021,1686
Lithuania,LTU,19/02/2021,1846
Lithuania,LTU,20/02/2021,1876
Lithuania,LTU,21/02/2021,1897
Lithuania,LTU,22/02/2021,1919
Lithuania,LTU,23/02/2021,2337
Lithuania,LTU,24/02/2021,2461
Luxembourg,LUX,31/12/2020,99
Luxembourg,LUX,01/01/2021,99
Luxembourg,LUX,02/01/2021,99
Luxembourg,LUX,03/01/2021,99
Luxembourg,LUX,04/01/2021,99
Luxembourg,LUX,05/01/2021,99
Luxembourg,LUX,06/01/2021,99
Luxembourg,LUX,07/01/2021,99
Luxembourg,LUX,08/01/2021,99
Luxembourg,LUX,09/01/2021,99
Luxembourg,LUX,10/01/2021,99
Luxembourg,LUX,11/01/2021,99
Luxembourg,LUX,12/01/2021,182
Luxembourg,LUX,13/01/2021,283
Luxembourg,LUX,14/01/2021,351
Luxembourg,LUX,15/01/2021,377
Luxembourg,LUX,16/01/2021,403
Luxembourg,LUX,17/01/2021,428
Luxembourg,LUX,18/01/2021,599
Luxembourg,LUX,19/01/2021,666
Luxembourg,LUX,20/01/2021,759
Luxembourg,LUX,21/01/2021,835
Luxembourg,LUX,22/01/2021,891
Luxembourg,LUX,23/01/2021,946
Luxembourg,LUX,24/01/2021,1000
Luxembourg,LUX,25/01/2021,909
Luxembourg,LUX,26/01/2021,965
Luxembourg,LUX,27/01/2021,971
Luxembourg,LUX,28/01/2021,1021
Luxembourg,LUX,29/01/2021,1006
Luxembourg,LUX,30/01/2021,994
Luxembourg,LUX,31/01/2021,979
Luxembourg,LUX,01/02/2021,1070
Luxembourg,LUX,02/02/2021,1078
Luxembourg,LUX,03/02/2021,1131
Luxembourg,LUX,04/02/2021,1152
Luxembourg,LUX,05/02/2021,1163
Luxembourg,LUX,06/02/2021,1176
Luxembourg,LUX,07/02/2021,1187
Luxembourg,LUX,08/02/2021,1118
Luxembourg,LUX,09/02/2021,1005
Luxembourg,LUX,10/02/2021,1030
Luxembourg,LUX,11/02/2021,1134
Luxembourg,LUX,12/02/2021,1157
Luxembourg,LUX,13/02/2021,1179
Luxembourg,LUX,14/02/2021,1201
Luxembourg,LUX,15/02/2021,1344
Luxembourg,LUX,16/02/2021,1658
Luxembourg,LUX,17/02/2021,1642
Luxembourg,LUX,18/02/2021,1722
Luxembourg,LUX,19/02/2021,1764
Luxembourg,LUX,20/02/2021,1805
Luxembourg,LUX,21/02/2021,1847
Luxembourg,LUX,22/02/2021,1804
Luxembourg,LUX,23/02/2021,1701
Luxembourg,LUX,24/02/2021,1744
Macao,MAC,09/02/2021,916
Macao,MAC,10/02/2021,579
Macao,MAC,11/02/2021,465
Macao,MAC,12/02/2021,410
Macao,MAC,13/02/2021,376
Macao,MAC,14/02/2021,353
Macao,MAC,15/02/2021,337
Macao,MAC,16/02/2021,240
Macao,MAC,17/02/2021,240
Macao,MAC,18/02/2021,240
Maldives,MDV,03/02/2021,1291
Maldives,MDV,04/02/2021,2150
Maldives,MDV,05/02/2021,2090
Maldives,MDV,06/02/2021,2764
Maldives,MDV,07/02/2021,3282
Maldives,MDV,08/02/2021,3717
Maldives,MDV,09/02/2021,4063
Maldives,MDV,10/02/2021,4912
Maldives,MDV,11/02/2021,5846
Maldives,MDV,12/02/2021,6105
Maldives,MDV,13/02/2021,6937
Maldives,MDV,14/02/2021,7622
Maldives,MDV,15/02/2021,8162
Maldives,MDV,16/02/2021,8932
Maldives,MDV,17/02/2021,9529
Maldives,MDV,18/02/2021,10234
Maldives,MDV,19/02/2021,9694
Maldives,MDV,20/02/2021,9753
Maldives,MDV,21/02/2021,9626
Maldives,MDV,22/02/2021,9605
Maldives,MDV,23/02/2021,9267
Maldives,MDV,24/02/2021,9157
Maldives,MDV,25/02/2021,9056
Malta,MLT,18/01/2021,2937
Malta,MLT,19/01/2021,2913
Malta,MLT,20/01/2021,2727
Malta,MLT,21/01/2021,2731
Malta,MLT,22/01/2021,2745
Malta,MLT,23/01/2021,2727
Malta,MLT,24/01/2021,2677
Malta,MLT,25/01/2021,2643
Malta,MLT,26/01/2021,2618
Malta,MLT,27/01/2021,2652
Malta,MLT,28/01/2021,2636
Malta,MLT,29/01/2021,2607
Malta,MLT,30/01/2021,2561
Malta,MLT,31/01/2021,2516
Malta,MLT,01/02/2021,2534
Malta,MLT,02/02/2021,2550
Malta,MLT,03/02/2021,2627
Malta,MLT,04/02/2021,2847
Malta,MLT,05/02/2021,3189
Malta,MLT,06/02/2021,3474
Malta,MLT,07/02/2021,3721
Malta,MLT,08/02/2021,3975
Malta,MLT,09/02/2021,4233
Malta,MLT,10/02/2021,4194
Malta,MLT,11/02/2021,4163
Malta,MLT,12/02/2021,4140
Malta,MLT,13/02/2021,4072
Malta,MLT,14/02/2021,4006
Malta,MLT,15/02/2021,4000
Malta,MLT,16/02/2021,4002
Malta,MLT,17/02/2021,4233
Malta,MLT,18/02/2021,4321
Malta,MLT,19/02/2021,4396
Malta,MLT,20/02/2021,4249
Malta,MLT,21/02/2021,4133
Malta,MLT,22/02/2021,4104
Malta,MLT,23/02/2021,4228
Malta,MLT,24/02/2021,4491
Mauritius,MUS,26/01/2021,24
Mauritius,MUS,27/01/2021,24
Mauritius,MUS,28/01/2021,24
Mauritius,MUS,29/01/2021,24
Mauritius,MUS,30/01/2021,24
Mauritius,MUS,31/01/2021,24
Mauritius,MUS,01/02/2021,24
Mauritius,MUS,02/02/2021,46
Mauritius,MUS,03/02/2021,68
Mauritius,MUS,04/02/2021,90
Mauritius,MUS,05/02/2021,112
Mauritius,MUS,06/02/2021,134
Mauritius,MUS,07/02/2021,156
Mauritius,MUS,08/02/2021,178
Mauritius,MUS,09/02/2021,178
Mauritius,MUS,10/02/2021,178
Mauritius,MUS,11/02/2021,178
Mauritius,MUS,12/02/2021,178
Mauritius,MUS,13/02/2021,178
Mauritius,MUS,14/02/2021,178
Mauritius,MUS,15/02/2021,178
Mauritius,MUS,16/02/2021,178
Mauritius,MUS,17/02/2021,178
Mexico,MEX,25/12/2020,10
Mexico,MEX,26/12/2020,10
Mexico,MEX,27/12/2020,10
Mexico,MEX,28/12/2020,13
Mexico,MEX,29/12/2020,24
Mexico,MEX,30/12/2020,29
Mexico,MEX,31/12/2020,29
Mexico,MEX,01/01/2021,31
Mexico,MEX,02/01/2021,34
Mexico,MEX,03/01/2021,37
Mexico,MEX,04/01/2021,38
Mexico,MEX,05/01/2021,33
Mexico,MEX,06/01/2021,31
Mexico,MEX,07/01/2021,33
Mexico,MEX,08/01/2021,39
Mexico,MEX,09/01/2021,43
Mexico,MEX,10/01/2021,46
Mexico,MEX,11/01/2021,48
Mexico,MEX,12/01/2021,49
Mexico,MEX,13/01/2021,154
Mexico,MEX,14/01/2021,301
Mexico,MEX,15/01/2021,388
Mexico,MEX,16/01/2021,430
Mexico,MEX,17/01/2021,433
Mexico,MEX,18/01/2021,449
Mexico,MEX,19/01/2021,449
Mexico,MEX,20/01/2021,342
Mexico,MEX,21/01/2021,246
Mexico,MEX,22/01/2021,219
Mexico,MEX,23/01/2021,172
Mexico,MEX,24/01/2021,174
Mexico,MEX,25/01/2021,169
Mexico,MEX,26/01/2021,171
Mexico,MEX,27/01/2021,172
Mexico,MEX,28/01/2021,117
Mexico,MEX,29/01/2021,53
Mexico,MEX,30/01/2021,57
Mexico,MEX,31/01/2021,48
Mexico,MEX,01/02/2021,33
Mexico,MEX,02/02/2021,28
Mexico,MEX,03/02/2021,34
Mexico,MEX,04/02/2021,41
Mexico,MEX,05/02/2021,42
Mexico,MEX,06/02/2021,44
Mexico,MEX,07/02/2021,45
Mexico,MEX,08/02/2021,47
Mexico,MEX,09/02/2021,52
Mexico,MEX,10/02/2021,42
Mexico,MEX,11/02/2021,34
Mexico,MEX,12/02/2021,28
Mexico,MEX,13/02/2021,18
Mexico,MEX,14/02/2021,27
Mexico,MEX,15/02/2021,35
Mexico,MEX,16/02/2021,212
Mexico,MEX,17/02/2021,369
Mexico,MEX,18/02/2021,657
Mexico,MEX,19/02/2021,940
Mexico,MEX,20/02/2021,1030
Mexico,MEX,21/02/2021,1054
Mexico,MEX,22/02/2021,1090
Mexico,MEX,23/02/2021,981
Mexico,MEX,24/02/2021,934
Mexico,MEX,25/02/2021,854
Monaco,MCO,31/12/2020,3211
Monaco,MCO,01/01/2021,3211
Monaco,MCO,02/01/2021,3211
Monaco,MCO,03/01/2021,3211
Monaco,MCO,04/01/2021,3211
Monaco,MCO,05/01/2021,3211
Monaco,MCO,06/01/2021,3211
Monaco,MCO,07/01/2021,3211
Monaco,MCO,08/01/2021,3211
Monaco,MCO,09/01/2021,3211
Monaco,MCO,10/01/2021,3211
Monaco,MCO,11/01/2021,3211
Monaco,MCO,12/01/2021,3211
Monaco,MCO,13/01/2021,3211
Monaco,MCO,14/01/2021,3211
Monaco,MCO,15/01/2021,3211
Monaco,MCO,16/01/2021,3211
Monaco,MCO,17/01/2021,3211
Monaco,MCO,18/01/2021,3211
Morocco,MAR,29/01/2021,1219
Morocco,MAR,30/01/2021,1219
Morocco,MAR,31/01/2021,1138
Morocco,MAR,01/02/2021,1355
Morocco,MAR,02/02/2021,1394
Morocco,MAR,03/02/2021,1393
Morocco,MAR,04/02/2021,1361
Morocco,MAR,05/02/2021,1406
Morocco,MAR,06/02/2021,1447
Morocco,MAR,07/02/2021,1475
Morocco,MAR,08/02/2021,1355
Morocco,MAR,09/02/2021,1385
Morocco,MAR,10/02/2021,1694
Morocco,MAR,11/02/2021,1949
Morocco,MAR,12/02/2021,2724
Morocco,MAR,13/02/2021,3578
Morocco,MAR,14/02/2021,4028
Morocco,MAR,15/02/2021,4478
Morocco,MAR,16/02/2021,4989
Morocco,MAR,17/02/2021,5167
Morocco,MAR,18/02/2021,5333
Morocco,MAR,19/02/2021,4838
Morocco,MAR,20/02/2021,4152
Morocco,MAR,21/02/2021,3757
Morocco,MAR,22/02/2021,3362
Morocco,MAR,23/02/2021,2953
Morocco,MAR,24/02/2021,3359
Morocco,MAR,25/02/2021,3758
Myanmar,MMR,27/01/2021,70
Myanmar,MMR,28/01/2021,187
Myanmar,MMR,29/01/2021,226
Myanmar,MMR,30/01/2021,246
Myanmar,MMR,31/01/2021,257
Myanmar,MMR,01/02/2021,265
Myanmar,MMR,02/02/2021,271
Nepal,NPL,27/01/2021,647
Nepal,NPL,28/01/2021,647
Nepal,NPL,29/01/2021,647
Nepal,NPL,30/01/2021,647
Nepal,NPL,31/01/2021,647
Nepal,NPL,01/02/2021,647
Nepal,NPL,02/02/2021,629
Nepal,NPL,03/02/2021,611
Nepal,NPL,04/02/2021,592
Nepal,NPL,05/02/2021,574
Nepal,NPL,06/02/2021,557
Nepal,NPL,07/02/2021,539
Nepal,NPL,08/02/2021,521
Nepal,NPL,09/02/2021,522
Nepal,NPL,10/02/2021,522
Nepal,NPL,11/02/2021,523
Nepal,NPL,12/02/2021,523
Nepal,NPL,13/02/2021,523
Nepal,NPL,14/02/2021,523
Nepal,NPL,15/02/2021,523
Nepal,NPL,16/02/2021,523
Nepal,NPL,17/02/2021,523
Nepal,NPL,18/02/2021,523
Nepal,NPL,19/02/2021,523
Nepal,NPL,20/02/2021,523
Netherlands,NLD,07/01/2021,525
Netherlands,NLD,08/01/2021,613
Netherlands,NLD,09/01/2021,467
Netherlands,NLD,10/01/2021,409
Netherlands,NLD,11/01/2021,344
Netherlands,NLD,12/01/2021,379
Netherlands,NLD,13/01/2021,342
Netherlands,NLD,14/01/2021,300
Netherlands,NLD,15/01/2021,233
Netherlands,NLD,16/01/2021,300
Netherlands,NLD,17/01/2021,359
Netherlands,NLD,18/01/2021,410
Netherlands,NLD,19/01/2021,395
Netherlands,NLD,20/01/2021,442
Netherlands,NLD,21/01/2021,554
Netherlands,NLD,22/01/2021,667
Netherlands,NLD,23/01/2021,696
Netherlands,NLD,24/01/2021,725
Netherlands,NLD,25/01/2021,742
Netherlands,NLD,26/01/2021,776
Netherlands,NLD,27/01/2021,863
Netherlands,NLD,28/01/2021,817
Netherlands,NLD,29/01/2021,761
Netherlands,NLD,30/01/2021,224
Netherlands,NLD,31/01/2021,701
Netherlands,NLD,01/02/2021,864
Netherlands,NLD,02/02/2021,987
Netherlands,NLD,03/02/2021,1059
Netherlands,NLD,04/02/2021,1176
Netherlands,NLD,05/02/2021,1306
Netherlands,NLD,06/02/2021,1983
Netherlands,NLD,07/02/2021,1391
Netherlands,NLD,08/02/2021,1310
Netherlands,NLD,09/02/2021,1305
Netherlands,NLD,10/02/2021,1326
Netherlands,NLD,11/02/2021,1352
Netherlands,NLD,12/02/2021,1379
Netherlands,NLD,13/02/2021,1362
Netherlands,NLD,14/02/2021,1601
Netherlands,NLD,15/02/2021,1577
Netherlands,NLD,16/02/2021,1617
Netherlands,NLD,17/02/2021,1649
Netherlands,NLD,18/02/2021,1675
Netherlands,NLD,19/02/2021,1688
Netherlands,NLD,20/02/2021,1686
Netherlands,NLD,21/02/2021,1666
Netherlands,NLD,22/02/2021,1768
Netherlands,NLD,23/02/2021,1741
Netherlands,NLD,24/02/2021,1703
New Zealand,NZL,19/02/2021,6
New Zealand,NZL,20/02/2021,10
Northern Cyprus,OWID_CYN,15/01/2021,2601
Northern Cyprus,OWID_CYN,16/01/2021,2601
Northern Cyprus,OWID_CYN,17/01/2021,2601
Northern Cyprus,OWID_CYN,18/01/2021,2601
Northern Cyprus,OWID_CYN,19/01/2021,2601
Northern Cyprus,OWID_CYN,20/01/2021,3043
Northern Cyprus,OWID_CYN,21/01/2021,3359
Northern Cyprus,OWID_CYN,22/01/2021,3739
Northern Ireland,,14/12/2020,939
Northern Ireland,,15/12/2020,939
Northern Ireland,,16/12/2020,939
Northern Ireland,,17/12/2020,939
Northern Ireland,,18/12/2020,939
Northern Ireland,,19/12/2020,939
Northern Ireland,,20/12/2020,939
Northern Ireland,,21/12/2020,966
Northern Ireland,,22/12/2020,993
Northern Ireland,,23/12/2020,1020
Northern Ireland,,24/12/2020,1047
Northern Ireland,,25/12/2020,1074
Northern Ireland,,26/12/2020,1101
Northern Ireland,,27/12/2020,1127
Northern Ireland,,28/12/2020,1085
Northern Ireland,,29/12/2020,1041
Northern Ireland,,30/12/2020,998
Northern Ireland,,31/12/2020,955
Northern Ireland,,01/01/2021,911
Northern Ireland,,02/01/2021,869
Northern Ireland,,03/01/2021,825
Northern Ireland,,04/01/2021,1246
Northern Ireland,,05/01/2021,1667
Northern Ireland,,06/01/2021,2088
Northern Ireland,,07/01/2021,2509
Northern Ireland,,08/01/2021,2930
Northern Ireland,,09/01/2021,3351
Northern Ireland,,10/01/2021,3772
Northern Ireland,,11/01/2021,3801
Northern Ireland,,12/01/2021,4000
Northern Ireland,,13/01/2021,4400
Northern Ireland,,14/01/2021,4776
Northern Ireland,,15/01/2021,4504
Northern Ireland,,16/01/2021,4206
Northern Ireland,,17/01/2021,4133
Northern Ireland,,18/01/2021,4146
Northern Ireland,,19/01/2021,3858
Northern Ireland,,20/01/2021,3382
Northern Ireland,,21/01/2021,2996
Northern Ireland,,22/01/2021,2991
Northern Ireland,,23/01/2021,2849
Northern Ireland,,24/01/2021,2687
Northern Ireland,,25/01/2021,2390
Northern Ireland,,26/01/2021,2312
Northern Ireland,,27/01/2021,2465
Northern Ireland,,28/01/2021,3520
Northern Ireland,,29/01/2021,3861
Northern Ireland,,30/01/2021,4571
Northern Ireland,,31/01/2021,4833
Northern Ireland,,01/02/2021,5447
Northern Ireland,,02/02/2021,6093
Northern Ireland,,03/02/2021,6794
Northern Ireland,,04/02/2021,6117
Northern Ireland,,05/02/2021,6654
Northern Ireland,,06/02/2021,6352
Northern Ireland,,07/02/2021,6376
Northern Ireland,,08/02/2021,6554
Northern Ireland,,09/02/2021,6760
Northern Ireland,,10/02/2021,6987
Northern Ireland,,11/02/2021,7596
Northern Ireland,,12/02/2021,7566
Northern Ireland,,13/02/2021,7314
Northern Ireland,,14/02/2021,7190
Northern Ireland,,15/02/2021,7055
Northern Ireland,,16/02/2021,6507
Northern Ireland,,17/02/2021,5710
Northern Ireland,,18/02/2021,4870
Northern Ireland,,19/02/2021,4297
Northern Ireland,,20/02/2021,4281
Northern Ireland,,21/02/2021,4721
Northern Ireland,,22/02/2021,4564
Northern Ireland,,23/02/2021,4669
Northern Ireland,,24/02/2021,4952
Norway,NOR,28/12/2020,111
Norway,NOR,29/12/2020,154
Norway,NOR,30/12/2020,129
Norway,NOR,31/12/2020,100
Norway,NOR,01/01/2021,80
Norway,NOR,02/01/2021,67
Norway,NOR,03/01/2021,57
Norway,NOR,04/01/2021,42
Norway,NOR,05/01/2021,103
Norway,NOR,06/01/2021,330
Norway,NOR,07/01/2021,502
Norway,NOR,08/01/2021,544
Norway,NOR,09/01/2021,547
Norway,NOR,10/01/2021,550
Norway,NOR,11/01/2021,559
Norway,NOR,12/01/2021,582
Norway,NOR,13/01/2021,601
Norway,NOR,14/01/2021,651
Norway,NOR,15/01/2021,726
Norway,NOR,16/01/2021,742
Norway,NOR,17/01/2021,749
Norway,NOR,18/01/2021,781
Norway,NOR,19/01/2021,810
Norway,NOR,20/01/2021,835
Norway,NOR,21/01/2021,838
Norway,NOR,22/01/2021,808
Norway,NOR,23/01/2021,798
Norway,NOR,24/01/2021,790
Norway,NOR,25/01/2021,764
Norway,NOR,26/01/2021,739
Norway,NOR,27/01/2021,953
Norway,NOR,28/01/2021,1186
Norway,NOR,29/01/2021,1253
Norway,NOR,30/01/2021,1252
Norway,NOR,31/01/2021,1254
Norway,NOR,01/02/2021,1251
Norway,NOR,02/02/2021,1385
Norway,NOR,03/02/2021,1762
Norway,NOR,04/02/2021,2208
Norway,NOR,05/02/2021,2458
Norway,NOR,06/02/2021,2490
Norway,NOR,07/02/2021,2503
Norway,NOR,08/02/2021,2518
Norway,NOR,09/02/2021,2498
Norway,NOR,10/02/2021,2448
Norway,NOR,11/02/2021,2313
Norway,NOR,12/02/2021,2213
Norway,NOR,13/02/2021,2202
Norway,NOR,14/02/2021,2189
Norway,NOR,15/02/2021,2202
Norway,NOR,16/02/2021,2181
Norway,NOR,17/02/2021,2176
Norway,NOR,18/02/2021,2159
Norway,NOR,19/02/2021,2245
Norway,NOR,20/02/2021,2224
Norway,NOR,21/02/2021,2224
Norway,NOR,22/02/2021,2250
Norway,NOR,23/02/2021,2305
Norway,NOR,24/02/2021,2258
Oman,OMN,29/12/2020,322
Oman,OMN,30/12/2020,326
Oman,OMN,31/12/2020,313
Oman,OMN,01/01/2021,252
Oman,OMN,02/01/2021,216
Oman,OMN,03/01/2021,232
Oman,OMN,04/01/2021,252
Oman,OMN,05/01/2021,263
Oman,OMN,06/01/2021,251
Oman,OMN,07/01/2021,235
Oman,OMN,08/01/2021,227
Oman,OMN,09/01/2021,218
Oman,OMN,10/01/2021,198
Oman,OMN,11/01/2021,211
Oman,OMN,12/01/2021,221
Oman,OMN,13/01/2021,245
Oman,OMN,14/01/2021,260
Oman,OMN,15/01/2021,266
Oman,OMN,16/01/2021,273
Oman,OMN,17/01/2021,267
Oman,OMN,18/01/2021,237
Oman,OMN,19/01/2021,207
Oman,OMN,20/01/2021,190
Oman,OMN,21/01/2021,160
Oman,OMN,22/01/2021,163
Oman,OMN,23/01/2021,165
Oman,OMN,24/01/2021,205
Oman,OMN,25/01/2021,220
Oman,OMN,26/01/2021,228
Oman,OMN,27/01/2021,210
Oman,OMN,28/01/2021,204
Oman,OMN,29/01/2021,199
Oman,OMN,30/01/2021,193
Oman,OMN,31/01/2021,139
Oman,OMN,01/02/2021,93
Oman,OMN,02/02/2021,53
Oman,OMN,03/02/2021,34
Oman,OMN,04/02/2021,34
Oman,OMN,05/02/2021,34
Oman,OMN,06/02/2021,34
Oman,OMN,07/02/2021,34
Oman,OMN,08/02/2021,34
Oman,OMN,09/02/2021,87
Oman,OMN,10/02/2021,139
Oman,OMN,11/02/2021,185
Oman,OMN,12/02/2021,230
Oman,OMN,13/02/2021,235
Oman,OMN,14/02/2021,276
Oman,OMN,15/02/2021,306
Oman,OMN,16/02/2021,438
Oman,OMN,17/02/2021,420
Oman,OMN,18/02/2021,414
Oman,OMN,19/02/2021,424
Oman,OMN,20/02/2021,428
Oman,OMN,21/02/2021,440
Oman,OMN,22/02/2021,448
Oman,OMN,23/02/2021,303
Pakistan,PAK,03/02/2021,15
Pakistan,PAK,04/02/2021,15
Pakistan,PAK,05/02/2021,15
Pakistan,PAK,06/02/2021,15
Pakistan,PAK,07/02/2021,15
Pakistan,PAK,08/02/2021,15
Pakistan,PAK,09/02/2021,15
Pakistan,PAK,10/02/2021,15
Pakistan,PAK,11/02/2021,16
Pakistan,PAK,12/02/2021,16
Pakistan,PAK,13/02/2021,16
Pakistan,PAK,14/02/2021,16
Pakistan,PAK,15/02/2021,16
Pakistan,PAK,16/02/2021,16
Pakistan,PAK,17/02/2021,17
Pakistan,PAK,18/02/2021,17
Pakistan,PAK,19/02/2021,18
Pakistan,PAK,20/02/2021,19
Pakistan,PAK,21/02/2021,20
Panama,PAN,20/01/2021,149
Panama,PAN,21/01/2021,316
Panama,PAN,22/01/2021,393
Panama,PAN,23/01/2021,324
Panama,PAN,24/01/2021,298
Panama,PAN,25/01/2021,255
Panama,PAN,26/01/2021,248
Panama,PAN,27/01/2021,262
Panama,PAN,28/01/2021,198
Panama,PAN,29/01/2021,122
Panama,PAN,30/01/2021,105
Panama,PAN,31/01/2021,78
Panama,PAN,01/02/2021,131
Panama,PAN,02/02/2021,149
Panama,PAN,03/02/2021,126
Panama,PAN,04/02/2021,123
Panama,PAN,05/02/2021,121
Panama,PAN,06/02/2021,121
Panama,PAN,07/02/2021,121
Panama,PAN,08/02/2021,63
Panama,PAN,09/02/2021,14
Panama,PAN,10/02/2021,3
Panama,PAN,11/02/2021,0
Panama,PAN,17/02/2021,11
Panama,PAN,18/02/2021,31
Panama,PAN,19/02/2021,784
Panama,PAN,20/02/2021,1096
Panama,PAN,21/02/2021,1172
Panama,PAN,22/02/2021,1449
Panama,PAN,23/02/2021,1578
Panama,PAN,24/02/2021,1914
Panama,PAN,25/02/2021,2518
Peru,PER,10/02/2021,469
Peru,PER,11/02/2021,717
Peru,PER,12/02/2021,790
Peru,PER,13/02/2021,726
Peru,PER,14/02/2021,610
Peru,PER,15/02/2021,561
Peru,PER,16/02/2021,506
Peru,PER,17/02/2021,452
Peru,PER,18/02/2021,339
Peru,PER,19/02/2021,290
Peru,PER,20/02/2021,300
Peru,PER,21/02/2021,298
Peru,PER,22/02/2021,341
Peru,PER,23/02/2021,398
Peru,PER,24/02/2021,441
Poland,POL,29/12/2020,114
Poland,POL,30/12/2020,453
Poland,POL,31/12/2020,402
Poland,POL,01/01/2021,310
Poland,POL,02/01/2021,256
Poland,POL,03/01/2021,215
Poland,POL,04/01/2021,341
Poland,POL,05/01/2021,506
Poland,POL,06/01/2021,468
Poland,POL,07/01/2021,534
Poland,POL,08/01/2021,565
Poland,POL,09/01/2021,565
Poland,POL,10/01/2021,575
Poland,POL,11/01/2021,625
Poland,POL,12/01/2021,639
Poland,POL,13/01/2021,788
Poland,POL,14/01/2021,836
Poland,POL,15/01/2021,899
Poland,POL,16/01/2021,971
Poland,POL,17/01/2021,1006
Poland,POL,18/01/2021,896
Poland,POL,19/01/2021,874
Poland,POL,20/01/2021,840
Poland,POL,21/01/2021,885
Poland,POL,22/01/2021,934
Poland,POL,23/01/2021,920
Poland,POL,24/01/2021,898
